sepal_length,sepal_width,petal_length,petal_width
6.824299169952795,3.5021363369772818,4.4004143406083704,1.6886283803817421
5.154514305891814,4.655819447196416,1.57126715320795,0.5406696920541797
6.9086315348781495,2.489300569671876,5.367577383836695,2.4212611413331615
7.134276844826057,2.5481172581369527,6.011921671166113,2.57662744826316
5.3622289364822535,2.5602499908184906,4.502097479887273,1.318792237505897
6.218838952468015,2.719122939026442,4.412927518709112,1.7395107407948762
5.819973811408302,3.0491399729389994,4.072951828246962,1.2430482059914827
4.819808393024359,3.412491875062017,1.2194880163311808,0.7556834553526812
6.868346175251177,2.9264066654589285,5.807373573226157,2.1390326821446686
6.2003668750497525,2.4089779020805793,4.53973292217169,1.6005548493487156
5.14901424590337,3.4585207096486448,1.5943065614302077,0.6569089569224076
4.976869487175769,3.602345592444993,1.4830072397990057,0.4481549747108071
5.478212199798059,3.067869019532015,4.646639298438739,0.9240480854690579
4.757451919132044,3.349472886924639,1.674620635310622,0.2986253328979053
4.556443402889772,3.2840467374815874,1.2618083687120636,0.5171366678656747
4.721920858526575,3.48214239318146,0.4276197979792782,-0.10731629240028695
5.237309584112914,3.2271837635615785,1.8208382932808296,-0.22055531883768426
6.620460790209009,2.846269853717143,4.97171887362553,1.3270073925640435
4.929753987582999,3.4297589129152457,1.8737638446522173,0.43023041874587264
6.019408651177931,2.4676199534355847,4.608182730311936,1.2799047562203452
6.580457443118017,3.1837083304340825,5.361272983004623,0.9930609748447803
6.785890053166556,2.814105420788691,4.220109796802966,1.385591964293689
4.934098433648747,3.607133771453524,1.8433682134224547,0.04451893451790581
5.669801121282996,2.6714456633388024,4.66517258171025,1.0745101788784102
4.989586469088427,3.1493965887141404,1.742846844354506,0.4255799098060322
6.843757917841957,3.2903066495594766,5.992403692694685,2.0895536097116527
4.841071938869888,3.6539802299340067,1.429123264804412,0.4905934971598668
4.926383565199139,3.2738791506927534,1.1331456711123429,-0.04474308548963146
6.0387983859970875,3.038062810174765,4.172711726706611,2.1369549102741843
4.575388777384876,3.3738064031703923,1.297185645041969,-0.04068318076648564
6.045406938100499,3.0648522698084184,5.134406726458141,0.8048738004692604
5.7944532330653225,2.376314591244419,4.474928361090731,1.6820569282004953
6.707626187916529,3.2784825459253675,6.539582437978138,2.450626011819103
4.836685182642445,3.5332767769129596,1.054701926773309,0.3127094055037016
5.386354331705751,3.3110707287594034,4.632925604791836,1.0006053853773786
5.068237980381239,3.8921428262847284,0.9177550296316317,0.2553901575596913
6.3598399501733,2.9229198083506436,4.825144847535584,1.551851536769445
6.692050025882652,2.608494513687077,5.622282695969555,2.150920197217941
5.973568080541074,2.315593520095017,4.239265556879136,1.3189594685265658
6.701702774365622,2.890910572100932,4.721245342823371,1.978282053392875
6.311148876443221,3.285199372068955,5.703869840736746,1.850071676980161
7.437274650655759,2.795513729427526,5.404158071896568,1.9496852319601408
4.989252188267015,3.9693930967442017,0.6140764687730766,0.4465707513125672
4.789384071836794,3.4017013560206695,1.2823675540603525,-0.23905448443963556
5.787799540955789,2.569672703742128,4.389979321139342,0.37923153410576604
5.029895409526293,3.34895730376514,0.9348009706801601,0.22056889244180822
5.605709581465782,3.0016186062071375,4.287896952651024,0.9828508670950624
5.314746188363649,3.341548949666165,4.454184061898953,1.7951265247893848
4.951614286500197,3.6212152570443616,1.965855770363159,0.2523733438495517
5.904420781253436,2.4369745351833605,4.269291467772667,1.6021564903303025
6.66292496236786,2.8514236536016835,5.236995322112872,1.6888733249636498
4.78540888722201,3.7038793246804027,1.180890010484859,0.26493757687459246
5.811342199949084,2.6812418978118093,6.030828850872216,1.918781845582803
5.107336208104485,3.6682353579104703,1.724915372952583,0.5161406156104709
6.249647926820862,3.0513382037057117,4.495101290861234,0.9410982514056674
6.276057596684445,2.6395118112456655,4.5896369927241665,1.305036960312718
6.56974486950489,3.0488039258581447,6.8240338153075175,1.96157604011014
6.330166539595212,3.1254038544002554,5.022191522861732,1.3084015366531037
6.872746502023398,3.0992882345201345,5.616255640183902,1.6600622522140833
6.348928254688271,2.8733368022953405,5.375921173287069,0.9766806858579394
5.63664685910379,3.809739578165344,0.944189010213796,0.05472977814012461
6.079623878229388,2.559913249136482,4.527920833996007,1.145874561255296
5.07726511721683,3.47766622527015,0.8243686354102875,0.19204583736523495
6.207738605696469,3.413095565201031,4.456495940617257,1.4606846888395766
6.4652655008619835,2.8040932244078345,4.10739653958082,1.4848413897053083
4.392457224002718,3.555936294430828,1.2014640605694835,0.4557300004388672
7.267112824663923,3.101768337320485,5.935041064830081,1.835249213551013
6.805571716765178,2.990349965155999,5.879233904307142,1.9422558352304231
4.745961884579478,3.0455458325942404,1.2660455143798937,0.4569196382970417
6.570535197247906,2.781256423503843,5.7868986919136,1.782630091546494
5.15658246968507,3.589095401969956,1.475147855103763,0.3039344628490927
5.739742972351269,2.6051498464941214,4.263042430304452,0.9544036921280736
5.671111841773428,2.8974748845967646,4.597986628443489,1.097222729851548
7.084383987281396,3.177705324594416,5.655613533672367,2.4637319213456994
6.272781188517985,2.6758932973626175,4.629666540995377,1.2479427782529262
5.559732353343427,3.6421498762735363,1.0426089508392054,0.3969660825901489
5.6963469353785205,2.8601575145904827,4.636702390310864,2.0504683356863547
5.289012838773297,3.6238342780809494,1.646618047998347,0.7690378947961842
5.6684019956311715,2.575927583921212,4.798917442049305,1.544148106173386
5.088836083119372,3.578316581653967,1.4015340369927383,0.12962385998745596
7.052963095622208,3.389021779850692,6.048723984886879,1.3719101120438175
6.911987450527928,2.549804381080649,6.77830079184673,2.051688472790091
6.509145129670053,2.900992545779398,5.770226628359981,2.2482688390202714
4.924229554582052,3.1256650454105452,1.8897233911794904,-0.22904241338818976
5.694397570002053,2.9398204422224756,1.6058780571123539,-0.2838147613568955
